clip	duration[ms]
common_voice_mt_22272855.mp3	4176
common_voice_mt_22764372.mp3	3672
common_voice_mt_21809089.mp3	4704
common_voice_mt_22212628.mp3	2976
common_voice_mt_23787110.mp3	4344
common_voice_mt_21324803.mp3	4680
common_voice_mt_21330352.mp3	7344
common_voice_mt_22708610.mp3	6360
common_voice_mt_21102693.mp3	4488
common_voice_mt_21228812.mp3	5496
common_voice_mt_24887602.mp3	3888
common_voice_mt_21604881.mp3	4584
common_voice_mt_21439398.mp3	4176
common_voice_mt_21496760.mp3	3624
common_voice_mt_21239486.mp3	4104
common_voice_mt_21394065.mp3	4296
common_voice_mt_21378530.mp3	6576
common_voice_mt_21102692.mp3	5976
common_voice_mt_21373448.mp3	3240
common_voice_mt_21387890.mp3	5832
common_voice_mt_40329913.mp3	5940
common_voice_mt_21764870.mp3	2424
common_voice_mt_21171584.mp3	3864
common_voice_mt_21459078.mp3	5064
common_voice_mt_22388626.mp3	4392
common_voice_mt_21830406.mp3	5976
common_voice_mt_21177994.mp3	3264
common_voice_mt_21367634.mp3	5016
common_voice_mt_21239194.mp3	5184
common_voice_mt_21102899.mp3	4248
common_voice_mt_21661824.mp3	4824
common_voice_mt_21494726.mp3	4776
common_voice_mt_21604384.mp3	3096
common_voice_mt_21481852.mp3	5664
common_voice_mt_22329287.mp3	3624
common_voice_mt_40325769.mp3	6516
common_voice_mt_24640194.mp3	8136
common_voice_mt_21261892.mp3	3264
common_voice_mt_22216381.mp3	5616
common_voice_mt_21387742.mp3	3864
common_voice_mt_21661936.mp3	5856
common_voice_mt_21320547.mp3	7344
common_voice_mt_21643594.mp3	3936
common_voice_mt_21842484.mp3	5256
common_voice_mt_24863677.mp3	3816
common_voice_mt_21592841.mp3	4104
common_voice_mt_21398059.mp3	5304
common_voice_mt_22253973.mp3	5784
common_voice_mt_22255676.mp3	7104
common_voice_mt_22272759.mp3	5376
common_voice_mt_21240499.mp3	2784
common_voice_mt_21430447.mp3	5544
common_voice_mt_22728181.mp3	5856
common_voice_mt_22354932.mp3	7800
common_voice_mt_21534978.mp3	3576
common_voice_mt_22793773.mp3	5448
common_voice_mt_21572142.mp3	5616
common_voice_mt_21535022.mp3	3456
common_voice_mt_21439482.mp3	5064
common_voice_mt_22255390.mp3	6744
common_voice_mt_21431182.mp3	6144
common_voice_mt_22216962.mp3	2856
common_voice_mt_21401367.mp3	4464
common_voice_mt_21374919.mp3	4704
common_voice_mt_21553985.mp3	2904
common_voice_mt_38572956.mp3	4248
common_voice_mt_22168072.mp3	2784
common_voice_mt_22168358.mp3	7104
common_voice_mt_21426899.mp3	4776
common_voice_mt_21378350.mp3	4296
common_voice_mt_21496786.mp3	2736
common_voice_mt_21481541.mp3	4584
common_voice_mt_21252063.mp3	3264
common_voice_mt_21171609.mp3	5976
common_voice_mt_21287838.mp3	4296
common_voice_mt_24664541.mp3	6840
common_voice_mt_21278873.mp3	6624
common_voice_mt_21481496.mp3	2424
common_voice_mt_21373285.mp3	5160
common_voice_mt_21401219.mp3	4416
common_voice_mt_21503405.mp3	3864
common_voice_mt_21180334.mp3	3264
common_voice_mt_21228888.mp3	2784
common_voice_mt_25075111.mp3	3816
common_voice_mt_23742137.mp3	4656
common_voice_mt_21458546.mp3	4680
common_voice_mt_21604325.mp3	2904
common_voice_mt_21503278.mp3	5064
common_voice_mt_21178872.mp3	3576
common_voice_mt_21318657.mp3	6456
common_voice_mt_21344872.mp3	5376
common_voice_mt_21809122.mp3	3336
common_voice_mt_21315067.mp3	4416
common_voice_mt_22138193.mp3	3936
common_voice_mt_23742117.mp3	3864
common_voice_mt_21494766.mp3	4176
common_voice_mt_21401365.mp3	3576
common_voice_mt_21409888.mp3	4464
common_voice_mt_21809024.mp3	5664
common_voice_mt_21575260.mp3	4776
common_voice_mt_22257118.mp3	3456
common_voice_mt_21211163.mp3	4056
common_voice_mt_22336515.mp3	4728
common_voice_mt_22187290.mp3	4584
common_voice_mt_21274858.mp3	2496
common_voice_mt_40347711.mp3	5688
common_voice_mt_21430394.mp3	3864
common_voice_mt_21380333.mp3	4224
common_voice_mt_21317225.mp3	3144
common_voice_mt_21346275.mp3	6816
common_voice_mt_21503311.mp3	6096
common_voice_mt_21208970.mp3	5472
common_voice_mt_22187524.mp3	4176
common_voice_mt_21459525.mp3	4344
common_voice_mt_21257309.mp3	3960
common_voice_mt_26441279.mp3	4356
common_voice_mt_25869741.mp3	6156
common_voice_mt_21318622.mp3	4656
common_voice_mt_21381191.mp3	7032
common_voice_mt_21376708.mp3	4608
common_voice_mt_21232934.mp3	2976
common_voice_mt_21695904.mp3	6984
common_voice_mt_21193085.mp3	3624
common_voice_mt_21215726.mp3	7536
common_voice_mt_22205182.mp3	3576
common_voice_mt_22310116.mp3	5040
common_voice_mt_22336917.mp3	5280
common_voice_mt_21176716.mp3	4464
common_voice_mt_21188685.mp3	5616
common_voice_mt_22239896.mp3	3456
common_voice_mt_22708688.mp3	6696
common_voice_mt_22256999.mp3	3696
common_voice_mt_38792239.mp3	3888
common_voice_mt_21333431.mp3	6096
common_voice_mt_21704688.mp3	4296
common_voice_mt_21368705.mp3	4464
common_voice_mt_21182089.mp3	4104
common_voice_mt_22336991.mp3	5952
common_voice_mt_21193804.mp3	3984
common_voice_mt_21287847.mp3	4656
common_voice_mt_21241518.mp3	5616
common_voice_mt_21197778.mp3	6336
common_voice_mt_21695926.mp3	5184
common_voice_mt_22329237.mp3	2784
common_voice_mt_21172520.mp3	4896
common_voice_mt_21394177.mp3	3096
common_voice_mt_22272795.mp3	7464
common_voice_mt_21790922.mp3	5400
common_voice_mt_22187060.mp3	4944
common_voice_mt_21373114.mp3	8208
common_voice_mt_21398071.mp3	4344
common_voice_mt_22388651.mp3	5736
common_voice_mt_22254246.mp3	4656
common_voice_mt_21819656.mp3	4776
common_voice_mt_22266810.mp3	6576
common_voice_mt_21239548.mp3	4944
common_voice_mt_22337124.mp3	3576
common_voice_mt_21178897.mp3	3936
common_voice_mt_21318362.mp3	4824
common_voice_mt_21381148.mp3	7272
common_voice_mt_21446623.mp3	2976
common_voice_mt_22253949.mp3	3456
common_voice_mt_21344318.mp3	4464
common_voice_mt_24859716.mp3	5796
common_voice_mt_22354902.mp3	5688
common_voice_mt_21504378.mp3	6024
common_voice_mt_27322052.mp3	6696
common_voice_mt_40325640.mp3	9576
common_voice_mt_21261866.mp3	4224
common_voice_mt_21661982.mp3	5256
common_voice_mt_21445991.mp3	4056
common_voice_mt_38585578.mp3	3816
common_voice_mt_40325847.mp3	8280
common_voice_mt_21439298.mp3	3624
common_voice_mt_22356924.mp3	3912
common_voice_mt_21430018.mp3	5064
common_voice_mt_25502257.mp3	3348
common_voice_mt_21819641.mp3	5496
common_voice_mt_21809119.mp3	3744
common_voice_mt_25113957.mp3	4896
common_voice_mt_27740526.mp3	4248
common_voice_mt_21482323.mp3	2664
common_voice_mt_24859466.mp3	5976
common_voice_mt_21430308.mp3	5016
common_voice_mt_21174999.mp3	6864
common_voice_mt_21419559.mp3	6816
common_voice_mt_21287852.mp3	4344
common_voice_mt_22201980.mp3	4584
common_voice_mt_21430221.mp3	5736
common_voice_mt_21173024.mp3	3984
common_voice_mt_21239970.mp3	2184
common_voice_mt_21535069.mp3	4584
common_voice_mt_21446032.mp3	3216
common_voice_mt_21401140.mp3	4296
common_voice_mt_21171929.mp3	3864
common_voice_mt_25863883.mp3	3960
common_voice_mt_22176799.mp3	3336
common_voice_mt_21372228.mp3	3144
common_voice_mt_21172615.mp3	5184
common_voice_mt_21330498.mp3	3864
common_voice_mt_22254092.mp3	4824
common_voice_mt_21224776.mp3	4776
common_voice_mt_21378493.mp3	3984
common_voice_mt_25175098.mp3	6588
common_voice_mt_21842495.mp3	4704
common_voice_mt_21604777.mp3	6336
common_voice_mt_22256502.mp3	5784
common_voice_mt_21391747.mp3	4632
common_voice_mt_21572414.mp3	3624
common_voice_mt_21665427.mp3	4536
common_voice_mt_21344152.mp3	4536
common_voice_mt_21344189.mp3	3864
common_voice_mt_23783880.mp3	3696
common_voice_mt_21921865.mp3	4752
common_voice_mt_21240943.mp3	4176
common_voice_mt_21482788.mp3	4776
common_voice_mt_21289957.mp3	5376
common_voice_mt_21224964.mp3	6504
common_voice_mt_21197785.mp3	4896
common_voice_mt_21808989.mp3	4896
common_voice_mt_27754841.mp3	5796
common_voice_mt_21534650.mp3	4944
common_voice_mt_25502402.mp3	6048
common_voice_mt_21426799.mp3	2544
common_voice_mt_21239551.mp3	5136
common_voice_mt_21318339.mp3	4344
common_voice_mt_40682682.mp3	7020
common_voice_mt_21209345.mp3	4584
common_voice_mt_21413211.mp3	3096
common_voice_mt_21373607.mp3	6216
common_voice_mt_21335913.mp3	3264
common_voice_mt_21394367.mp3	4824
common_voice_mt_22354905.mp3	5424
common_voice_mt_21554234.mp3	4944
common_voice_mt_21553982.mp3	4104
common_voice_mt_21102842.mp3	4248
common_voice_mt_21764849.mp3	4104
common_voice_mt_21287835.mp3	4224
common_voice_mt_21525466.mp3	5736
common_voice_mt_21213514.mp3	3816
common_voice_mt_21341113.mp3	7296
common_voice_mt_22272613.mp3	6096
common_voice_mt_21318365.mp3	4944
common_voice_mt_21572105.mp3	4536
common_voice_mt_40682634.mp3	6444
common_voice_mt_22255144.mp3	4656
common_voice_mt_21435047.mp3	5760
common_voice_mt_21503594.mp3	4896
common_voice_mt_27740642.mp3	2916
common_voice_mt_21235567.mp3	3624
common_voice_mt_21397646.mp3	5664
common_voice_mt_22423731.mp3	5616
common_voice_mt_21504326.mp3	7056
common_voice_mt_22336665.mp3	6480
common_voice_mt_21374868.mp3	4656
common_voice_mt_21624552.mp3	4344
common_voice_mt_21325902.mp3	7224
common_voice_mt_22239718.mp3	4056
common_voice_mt_21604319.mp3	3504
common_voice_mt_21333434.mp3	4896
common_voice_mt_40325641.mp3	8676
common_voice_mt_21326019.mp3	4464
common_voice_mt_21188630.mp3	4896
common_voice_mt_21394110.mp3	5304
common_voice_mt_21278033.mp3	5616
common_voice_mt_21274860.mp3	3624
common_voice_mt_21442346.mp3	4752
common_voice_mt_27118421.mp3	3672
common_voice_mt_22256623.mp3	6984
common_voice_mt_21446781.mp3	5544
common_voice_mt_21482719.mp3	2736
common_voice_mt_21240898.mp3	3144
common_voice_mt_21344116.mp3	6336
common_voice_mt_22423634.mp3	4512
common_voice_mt_21338837.mp3	4056
common_voice_mt_25866558.mp3	5328
common_voice_mt_21368882.mp3	7536
common_voice_mt_21494702.mp3	3216
common_voice_mt_21557164.mp3	3984
common_voice_mt_25863709.mp3	5796
common_voice_mt_21176360.mp3	3456
common_voice_mt_23714598.mp3	3384
common_voice_mt_22266725.mp3	3960
common_voice_mt_22329155.mp3	3888
common_voice_mt_21178017.mp3	4536
common_voice_mt_21317222.mp3	2544
common_voice_mt_21181960.mp3	4776
common_voice_mt_21401426.mp3	4776
common_voice_mt_21301687.mp3	3144
common_voice_mt_21446895.mp3	6504
common_voice_mt_21293933.mp3	6336
common_voice_mt_21375866.mp3	3744
common_voice_mt_21439194.mp3	4656
common_voice_mt_22463586.mp3	5736
common_voice_mt_21178069.mp3	4536
common_voice_mt_22201810.mp3	6360
common_voice_mt_22255261.mp3	2256
common_voice_mt_21602693.mp3	3624
common_voice_mt_21324806.mp3	5328
common_voice_mt_21426850.mp3	5016
common_voice_mt_22336928.mp3	4992
common_voice_mt_21401131.mp3	3816
common_voice_mt_27735828.mp3	5220
common_voice_mt_22440921.mp3	3744
common_voice_mt_21344553.mp3	4296
common_voice_mt_21388867.mp3	6624
common_voice_mt_38601408.mp3	6480
common_voice_mt_21602773.mp3	4344
common_voice_mt_21170921.mp3	3960
common_voice_mt_21239852.mp3	5064
common_voice_mt_21374906.mp3	5376
common_voice_mt_21373321.mp3	3072
common_voice_mt_21446675.mp3	3936
common_voice_mt_24664573.mp3	6336
common_voice_mt_21241463.mp3	5616
common_voice_mt_22255564.mp3	7344
common_voice_mt_22266692.mp3	4872
common_voice_mt_21604320.mp3	4704
common_voice_mt_21394241.mp3	5256
common_voice_mt_21525514.mp3	4584
common_voice_mt_22708668.mp3	4320
common_voice_mt_21261852.mp3	4704
common_voice_mt_21372735.mp3	7944
common_voice_mt_21240818.mp3	3864
common_voice_mt_22355254.mp3	4488
common_voice_mt_21404517.mp3	3576
common_voice_mt_26897695.mp3	6408
common_voice_mt_24859475.mp3	3996
common_voice_mt_21704690.mp3	6624
common_voice_mt_21394339.mp3	4656
common_voice_mt_21211121.mp3	4536
common_voice_mt_21372568.mp3	5424
common_voice_mt_21193076.mp3	7296
common_voice_mt_22256850.mp3	4536
common_voice_mt_21232779.mp3	6456
common_voice_mt_21318656.mp3	4176
common_voice_mt_21431505.mp3	3384
common_voice_mt_21426958.mp3	4296
common_voice_mt_22240192.mp3	5784
common_voice_mt_21819669.mp3	5784
common_voice_mt_21394301.mp3	6216
common_voice_mt_21553962.mp3	4656
common_voice_mt_21172523.mp3	5424
common_voice_mt_21196196.mp3	4176
common_voice_mt_21378661.mp3	3984
common_voice_mt_21239950.mp3	3576
common_voice_mt_25866562.mp3	6876
common_voice_mt_22367860.mp3	4560
common_voice_mt_21261974.mp3	5184
common_voice_mt_22752621.mp3	6120
common_voice_mt_21458619.mp3	4128
common_voice_mt_21387889.mp3	4656
common_voice_mt_21554211.mp3	5544
common_voice_mt_21108346.mp3	4272
common_voice_mt_21826297.mp3	5976
common_voice_mt_21193083.mp3	3024
common_voice_mt_21373474.mp3	6024
common_voice_mt_25866185.mp3	4536
common_voice_mt_21191676.mp3	3984
common_voice_mt_22240541.mp3	3024
common_voice_mt_21330361.mp3	4896
common_voice_mt_21604383.mp3	4824
common_voice_mt_24140346.mp3	8028
common_voice_mt_21178689.mp3	3816
common_voice_mt_21842576.mp3	5256
common_voice_mt_21287884.mp3	4776
common_voice_mt_21481332.mp3	5016
common_voice_mt_22201875.mp3	5424
common_voice_mt_22256581.mp3	2784
common_voice_mt_21413164.mp3	6144
common_voice_mt_21173835.mp3	4536
common_voice_mt_21426817.mp3	5256
common_voice_mt_21365863.mp3	5352
common_voice_mt_21353177.mp3	2904
common_voice_mt_21301686.mp3	4416
common_voice_mt_21398084.mp3	4224
common_voice_mt_21240902.mp3	4824
common_voice_mt_22793761.mp3	5808
common_voice_mt_21379253.mp3	6744
common_voice_mt_21525437.mp3	4464
common_voice_mt_21320522.mp3	3384
common_voice_mt_22239997.mp3	4536
common_voice_mt_40329920.mp3	6408
common_voice_mt_21239552.mp3	3624
common_voice_mt_21330386.mp3	5616
common_voice_mt_22196774.mp3	3960
common_voice_mt_21229029.mp3	4968
common_voice_mt_21320554.mp3	5904
common_voice_mt_27740590.mp3	4500
common_voice_mt_21394558.mp3	6216
common_voice_mt_21458514.mp3	4416
common_voice_mt_21678258.mp3	3264
common_voice_mt_40329924.mp3	5220
common_voice_mt_21819717.mp3	3096
common_voice_mt_21279041.mp3	4776
common_voice_mt_21170954.mp3	4848
common_voice_mt_21345129.mp3	3696
common_voice_mt_21375860.mp3	4776
common_voice_mt_21365867.mp3	5784
common_voice_mt_21326017.mp3	4656
common_voice_mt_24863602.mp3	7560
common_voice_mt_21411857.mp3	3720
common_voice_mt_21378503.mp3	3576
common_voice_mt_25870228.mp3	3420
common_voice_mt_27658107.mp3	2376
common_voice_mt_23714521.mp3	6216
common_voice_mt_21399358.mp3	6024
common_voice_mt_21348692.mp3	6216
common_voice_mt_21459456.mp3	5424
common_voice_mt_21665475.mp3	3336
common_voice_mt_21411856.mp3	5976
common_voice_mt_25542701.mp3	3996
common_voice_mt_21990781.mp3	5736
common_voice_mt_21241410.mp3	3864
common_voice_mt_38792149.mp3	5868
common_voice_mt_22187291.mp3	3816
common_voice_mt_21370192.mp3	3024
common_voice_mt_22239647.mp3	6936
common_voice_mt_21381192.mp3	4752
common_voice_mt_21239988.mp3	5496
common_voice_mt_22259573.mp3	4464
common_voice_mt_21504117.mp3	4296
common_voice_mt_22764362.mp3	5664
common_voice_mt_22354900.mp3	5736
common_voice_mt_21426855.mp3	6216
common_voice_mt_25175019.mp3	3636
common_voice_mt_40682718.mp3	5400
common_voice_mt_22930553.mp3	3432
common_voice_mt_21826430.mp3	6336
common_voice_mt_21330433.mp3	4296
common_voice_mt_21346272.mp3	2064
common_voice_mt_21241347.mp3	5016
common_voice_mt_22528826.mp3	3600
common_voice_mt_21446077.mp3	2136
common_voice_mt_21441514.mp3	4776
common_voice_mt_21439300.mp3	4704
common_voice_mt_21232583.mp3	5976
common_voice_mt_21278928.mp3	3816
common_voice_mt_25502321.mp3	5076
common_voice_mt_21503408.mp3	5376
common_voice_mt_21344843.mp3	5544
common_voice_mt_23742165.mp3	3456
common_voice_mt_21809050.mp3	3696
common_voice_mt_21210970.mp3	6624
common_voice_mt_24863651.mp3	4896
common_voice_mt_21274889.mp3	3696
common_voice_mt_22240145.mp3	4464
common_voice_mt_21402688.mp3	3024
common_voice_mt_21678203.mp3	5616
common_voice_mt_21401364.mp3	5256
common_voice_mt_22254131.mp3	5184
common_voice_mt_21430239.mp3	3024
common_voice_mt_21194366.mp3	5304
common_voice_mt_22256031.mp3	2064
common_voice_mt_21239837.mp3	3096
common_voice_mt_21374907.mp3	3456
common_voice_mt_22256791.mp3	6216
common_voice_mt_21819672.mp3	5904
common_voice_mt_21376719.mp3	7056
common_voice_mt_21179062.mp3	2736
common_voice_mt_21514765.mp3	3744
common_voice_mt_21388011.mp3	3384
common_voice_mt_22254061.mp3	3984
common_voice_mt_21381162.mp3	6192
common_voice_mt_21426873.mp3	6456
common_voice_mt_21240971.mp3	4824
common_voice_mt_21261945.mp3	3216
common_voice_mt_21446009.mp3	3864
common_voice_mt_21326243.mp3	5136
common_voice_mt_21274828.mp3	4296
common_voice_mt_21375846.mp3	5304
common_voice_mt_21482727.mp3	2784
common_voice_mt_21368670.mp3	8256
common_voice_mt_21172495.mp3	3264
common_voice_mt_21402723.mp3	4344
common_voice_mt_38585580.mp3	5256
common_voice_mt_21343963.mp3	4776
common_voice_mt_22256358.mp3	3816
common_voice_mt_27735820.mp3	4896
common_voice_mt_22256578.mp3	3216
common_voice_mt_27739590.mp3	5580
common_voice_mt_21210190.mp3	4296
common_voice_mt_21402706.mp3	4296
common_voice_mt_23714583.mp3	6096
common_voice_mt_34238971.mp3	7020
common_voice_mt_21516425.mp3	4344
common_voice_mt_21182092.mp3	7536
common_voice_mt_21372634.mp3	5664
common_voice_mt_21401241.mp3	3864
common_voice_mt_21335902.mp3	2664
common_voice_mt_38792214.mp3	3528
common_voice_mt_21481588.mp3	5976
common_voice_mt_21374937.mp3	3936
common_voice_mt_21575356.mp3	2664
common_voice_mt_21241409.mp3	4176
common_voice_mt_22979112.mp3	5928
common_voice_mt_21194723.mp3	4416
common_voice_mt_21301694.mp3	4224
common_voice_mt_21289983.mp3	2664
common_voice_mt_21371142.mp3	4056
common_voice_mt_21430275.mp3	5304
common_voice_mt_21394205.mp3	5616
common_voice_mt_38792332.mp3	2700
common_voice_mt_21459088.mp3	2976
common_voice_mt_37817602.mp3	6120
common_voice_mt_21179055.mp3	3456
common_voice_mt_21375842.mp3	4272
common_voice_mt_21330414.mp3	5424
common_voice_mt_21819775.mp3	4104
common_voice_mt_22254916.mp3	4464
common_voice_mt_22329170.mp3	4320
common_voice_mt_21281783.mp3	5208
common_voice_mt_21279447.mp3	5040
common_voice_mt_21439179.mp3	6384
common_voice_mt_22176932.mp3	5736
common_voice_mt_21503037.mp3	3864
common_voice_mt_21379388.mp3	5424
common_voice_mt_21172536.mp3	5376
common_voice_mt_21430420.mp3	4056
common_voice_mt_21318634.mp3	4776
common_voice_mt_40347702.mp3	4968
common_voice_mt_21274849.mp3	5784
common_voice_mt_21330282.mp3	3024
common_voice_mt_22529450.mp3	6048
common_voice_mt_21374914.mp3	5904
common_voice_mt_21409889.mp3	4944
common_voice_mt_25502438.mp3	7416
common_voice_mt_21819891.mp3	3816
common_voice_mt_21716334.mp3	5736
common_voice_mt_21330408.mp3	4584
common_voice_mt_27739656.mp3	2448
common_voice_mt_21324896.mp3	6504
common_voice_mt_21232496.mp3	2712
common_voice_mt_21320810.mp3	4416
common_voice_mt_26441276.mp3	5508
common_voice_mt_21240057.mp3	4344
common_voice_mt_21239871.mp3	4464
common_voice_mt_22259777.mp3	4752
common_voice_mt_21353189.mp3	2664
common_voice_mt_21209008.mp3	3840
common_voice_mt_21324825.mp3	3096
common_voice_mt_22529226.mp3	3168
common_voice_mt_21375883.mp3	5856
common_voice_mt_21375826.mp3	6384
common_voice_mt_21678395.mp3	3864
common_voice_mt_22168075.mp3	4224
common_voice_mt_21373153.mp3	6456
common_voice_mt_21728850.mp3	4536
common_voice_mt_21372242.mp3	4704
common_voice_mt_21534563.mp3	4656
common_voice_mt_21678310.mp3	4896
common_voice_mt_21503068.mp3	4464
common_voice_mt_21431650.mp3	4536
common_voice_mt_21764826.mp3	3264
common_voice_mt_21643611.mp3	3624
common_voice_mt_21274928.mp3	3384
common_voice_mt_21370459.mp3	4896
common_voice_mt_21426333.mp3	6864
common_voice_mt_22728263.mp3	5040
common_voice_mt_23714560.mp3	6456
common_voice_mt_21446144.mp3	2664
common_voice_mt_21678242.mp3	3144
common_voice_mt_25175021.mp3	2988
common_voice_mt_22253950.mp3	5664
common_voice_mt_21388943.mp3	5616
common_voice_mt_21173472.mp3	4896
common_voice_mt_21830501.mp3	3144
common_voice_mt_21241533.mp3	3624
common_voice_mt_21458518.mp3	6336
common_voice_mt_27322106.mp3	4068
common_voice_mt_21572346.mp3	4344
common_voice_mt_21704664.mp3	4656
common_voice_mt_21394282.mp3	4176
common_voice_mt_21446624.mp3	3984
common_voice_mt_27740461.mp3	3168
common_voice_mt_21315066.mp3	3816
common_voice_mt_22979120.mp3	7656
common_voice_mt_22256552.mp3	5184
common_voice_mt_21188027.mp3	5448
common_voice_mt_22944336.mp3	5784
common_voice_mt_21176355.mp3	4896
common_voice_mt_22253939.mp3	4464
common_voice_mt_21172076.mp3	5016
common_voice_mt_21624594.mp3	3384
common_voice_mt_21372541.mp3	6264
common_voice_mt_21209203.mp3	3984
common_voice_mt_22463676.mp3	3672
common_voice_mt_21705666.mp3	3936
common_voice_mt_21257305.mp3	3360
common_voice_mt_21369635.mp3	2904
common_voice_mt_21320485.mp3	4944
common_voice_mt_21819664.mp3	7944
common_voice_mt_23714536.mp3	3024
common_voice_mt_21388174.mp3	4608
common_voice_mt_21413354.mp3	5712
common_voice_mt_25502320.mp3	4320
common_voice_mt_21326149.mp3	3264
common_voice_mt_21368883.mp3	7104
common_voice_mt_22213023.mp3	5136
common_voice_mt_21241268.mp3	5304
common_voice_mt_21338838.mp3	4656
common_voice_mt_21557378.mp3	5976
common_voice_mt_22329236.mp3	5232
common_voice_mt_38601501.mp3	3132
common_voice_mt_21516402.mp3	4176
common_voice_mt_25502413.mp3	3528
common_voice_mt_25542680.mp3	5616
common_voice_mt_21643624.mp3	3816
common_voice_mt_21575263.mp3	2424
common_voice_mt_21826465.mp3	3864
common_voice_mt_22440906.mp3	4416
common_voice_mt_21413442.mp3	5088
common_voice_mt_22336952.mp3	5160
common_voice_mt_21378384.mp3	2808
common_voice_mt_21175513.mp3	3816
common_voice_mt_21458759.mp3	5664
common_voice_mt_21388907.mp3	3864
common_voice_mt_21224252.mp3	4944
common_voice_mt_21173521.mp3	4296
common_voice_mt_21373455.mp3	5544
common_voice_mt_34236029.mp3	2700
common_voice_mt_21439230.mp3	4344
common_voice_mt_21172642.mp3	5016
common_voice_mt_21209031.mp3	6528
common_voice_mt_21426309.mp3	4104
common_voice_mt_22212911.mp3	4344
common_voice_mt_21376272.mp3	8544
common_voice_mt_21401102.mp3	3936
common_voice_mt_27740432.mp3	5148
common_voice_mt_21274859.mp3	5496
common_voice_mt_21267227.mp3	4824
common_voice_mt_21318635.mp3	4896
common_voice_mt_22187522.mp3	4704
common_voice_mt_21678383.mp3	5016
common_voice_mt_25865615.mp3	3348
common_voice_mt_22167410.mp3	6216
common_voice_mt_21172585.mp3	3864
common_voice_mt_21341902.mp3	6624
common_voice_mt_21367814.mp3	4704
common_voice_mt_21280077.mp3	3264
common_voice_mt_21326244.mp3	6624
common_voice_mt_21197815.mp3	5544
common_voice_mt_21384940.mp3	4536
common_voice_mt_21240879.mp3	4104
common_voice_mt_21503791.mp3	4944
common_voice_mt_21210192.mp3	5592
common_voice_mt_21426937.mp3	5256
common_voice_mt_21397876.mp3	5856
common_voice_mt_21375871.mp3	5784
common_voice_mt_21378500.mp3	5664
common_voice_mt_22329118.mp3	2880
common_voice_mt_21175281.mp3	4704
common_voice_mt_21344272.mp3	2976
common_voice_mt_21368747.mp3	4824
common_voice_mt_21413103.mp3	6576
common_voice_mt_22187254.mp3	3264
common_voice_mt_22138165.mp3	4176
common_voice_mt_21373468.mp3	5376
common_voice_mt_22255229.mp3	4776
common_voice_mt_22336526.mp3	4368
common_voice_mt_21177575.mp3	4896
common_voice_mt_21431140.mp3	4296
common_voice_mt_22204944.mp3	3264
common_voice_mt_21604406.mp3	4536
common_voice_mt_26441359.mp3	6480
common_voice_mt_21239511.mp3	4344
common_voice_mt_21665457.mp3	4824
common_voice_mt_21229115.mp3	8040
common_voice_mt_21449121.mp3	4296
common_voice_mt_21175201.mp3	4896
common_voice_mt_22168843.mp3	3264
common_voice_mt_21388842.mp3	5664
common_voice_mt_27735743.mp3	5400
common_voice_mt_21257308.mp3	3576
common_voice_mt_22256423.mp3	5016
common_voice_mt_21250969.mp3	4536
common_voice_mt_22528932.mp3	6288
common_voice_mt_23783885.mp3	6264
common_voice_mt_22167546.mp3	3384
common_voice_mt_21398066.mp3	7704
common_voice_mt_22793792.mp3	4680
common_voice_mt_21482656.mp3	5256
common_voice_mt_22356860.mp3	5544
common_voice_mt_21211427.mp3	2976
common_voice_mt_21809023.mp3	3144
common_voice_mt_21197445.mp3	3864
common_voice_mt_21439365.mp3	7296
common_voice_mt_21387893.mp3	4656
common_voice_mt_21232377.mp3	3792
common_voice_mt_22253903.mp3	5904
common_voice_mt_21378448.mp3	7536
common_voice_mt_21534585.mp3	6576
common_voice_mt_21808879.mp3	2856
common_voice_mt_21503313.mp3	6576
common_voice_mt_21819772.mp3	6744
common_voice_mt_21172476.mp3	5256
common_voice_mt_22354898.mp3	4992
common_voice_mt_21206519.mp3	4584
common_voice_mt_22708665.mp3	5064
common_voice_mt_21535034.mp3	7896
common_voice_mt_22367668.mp3	5208
common_voice_mt_21716352.mp3	4896
common_voice_mt_22367673.mp3	3624
common_voice_mt_21391756.mp3	4416
common_voice_mt_21173315.mp3	4464
common_voice_mt_21426918.mp3	4896
common_voice_mt_22793781.mp3	5496
common_voice_mt_21426980.mp3	6024
common_voice_mt_34002586.mp3	7020
common_voice_mt_21604835.mp3	4104
common_voice_mt_21819967.mp3	3864
common_voice_mt_21170073.mp3	3264
common_voice_mt_21213481.mp3	3864
common_voice_mt_21431198.mp3	6888
common_voice_mt_21330342.mp3	5424
common_voice_mt_21330305.mp3	5304
common_voice_mt_21604323.mp3	4584
common_voice_mt_21426196.mp3	7056
common_voice_mt_21278035.mp3	2904
common_voice_mt_21604745.mp3	5664
common_voice_mt_21575306.mp3	4704
common_voice_mt_21399371.mp3	4776
common_voice_mt_21448996.mp3	4704
common_voice_mt_21232518.mp3	4152
common_voice_mt_21439476.mp3	3936
common_voice_mt_21439211.mp3	5976
common_voice_mt_21108389.mp3	4536
common_voice_mt_21289982.mp3	3696
common_voice_mt_21643704.mp3	3816
common_voice_mt_21819944.mp3	3456
common_voice_mt_21242125.mp3	4824
common_voice_mt_21344380.mp3	3216
common_voice_mt_23787228.mp3	4704
common_voice_mt_21388139.mp3	5208
common_voice_mt_22944372.mp3	5880
common_voice_mt_21173771.mp3	4584
